2019-07-01 09:30:00,582 -  Chartered_API.common.http_method - ERROR - UN-support method - [http_method.py:44 ]
2019-07-02 10:56:15,851 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702874', 'customerName': '纪二', 'startPlace': '四公里', 'endPlace': '北京', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15294831888', 'beginTime': '2019-07-02 11:56:15', 'endTime': '2019-07-02 21:56:15', 'duration': '600', 'numberofPassengers': '五十人', 'createTime': '2019-07-02 10:56:15', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:56:15,865 -  Chartered_API.common.http_method - DEBUG - 请求response:<html><head><title>Apache Tomcat/7.0.82 - Error report</title><style><!--H1 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:22px;} H2 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:16px;} H3 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:14px;} BODY {font-family:Tahoma,Arial,sans-serif;color:black;background-color:white;} B {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;} P {font-family:Tahoma,Arial,sans-serif;background:white;color:black;font-size:12px;}A {color : black;}A.name {color : black;}HR {color : #525D76;}--></style> </head><body><h1>HTTP Status 400 - </h1><HR size="1" noshade="noshade"><p><b>type</b> Status report</p><p><b>message</b> <u></u></p><p><b>description</b> <u>The request sent by the client was syntactically incorrect.</u></p><HR size="1" noshade="noshade"><h3>Apache Tomcat/7.0.82</h3></body></html> - [http_method.py:47 ]
2019-07-02 10:56:15,869 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:56:15,871 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702471', 'customerName': '舒五', 'startPlace': '机场', 'endPlace': '万盛', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15964837888', 'beginTime': '2019-07-02 11:56:15', 'endTime': '2019-07-02 21:56:15', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-06-31', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:56:15,966 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"来源只能是1或2的数字"} - [http_method.py:47 ]
2019-07-02 10:56:15,985 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:56:15,986 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702764', 'customerName': '董七', 'startPlace': '沙坪坝', 'endPlace': '北京', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15684952888', 'beginTime': '2019-07-02 11:56:15', 'endTime': '2019-07-02 21:56:15', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:56:15', 'enterpriseCode': '二百二十二'} - [http_method.py:34 ]
2019-07-02 10:56:16,083 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"单位编码在业务系统中不存在"} - [http_method.py:47 ]
2019-07-02 10:56:16,101 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:56:16,102 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702781', 'customerName': '梁四', 'startPlace': '机场', 'endPlace': '铜梁', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15763205888', 'beginTime': '2019-07-02 11:56:16', 'endTime': '2019-07-02 21:56:16', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:56:16', 'enterpriseCode': '88888'} - [http_method.py:34 ]
2019-07-02 10:56:16,201 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"单位编码在业务系统中不存在"} - [http_method.py:47 ]
2019-07-02 10:56:16,242 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:56:16,243 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '', 'toNumber': '', 'customerName': '', 'startPlace': '', 'endPlace': '', 'mapInfo': '', 'phoneNumber': '', 'beginTime': '', 'endTime': '', 'duration': '', 'numberofPassengers': '', 'createTime': '', 'enterpriseCode': ''} - [http_method.py:34 ]
2019-07-02 10:56:16,273 -  Chartered_API.common.http_method - DEBUG - 请求response:<html><head><title>Apache Tomcat/7.0.82 - Error report</title><style><!--H1 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:22px;} H2 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:16px;} H3 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:14px;} BODY {font-family:Tahoma,Arial,sans-serif;color:black;background-color:white;} B {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;} P {font-family:Tahoma,Arial,sans-serif;background:white;color:black;font-size:12px;}A {color : black;}A.name {color : black;}HR {color : #525D76;}--></style> </head><body><h1>HTTP Status 400 - </h1><HR size="1" noshade="noshade"><p><b>type</b> Status report</p><p><b>message</b> <u></u></p><p><b>description</b> <u>The request sent by the client was syntactically incorrect.</u></p><HR size="1" noshade="noshade"><h3>Apache Tomcat/7.0.82</h3></body></html> - [http_method.py:47 ]
2019-07-02 11:01:21,650 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 11:01:21,650 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702064', 'customerName': '项二', 'startPlace': '菜园坝', 'endPlace': '宜宾', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15570129888', 'beginTime': '2019-07-02 12:01:21', 'endTime': '2019-07-02 22:01:21', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 11:01:21', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 11:01:21,884 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":true} - [http_method.py:47 ]
2019-07-02 11:01:22,291 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 11:01:22,304 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '', 'toNumber': '20190702719', 'customerName': '祝四', 'startPlace': '机场', 'endPlace': '成都', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15904716888', 'beginTime': '2019-07-02 12:01:22', 'endTime': '2019-07-02 22:01:22', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 11:01:22', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 11:01:22,441 -  Chartered_API.common.http_method - DEBUG - 请求response:

















<!DOCTYPE html>
<html>
<head>
	<title>500 - 系统内部错误</title>
	<meta http-equiv="Content-Type" content="text/html;charset=utf-8" />
<meta name="renderer" content="webkit"><meta http-equiv="X-UA-Compatible" content="IE=8,IE=9,IE=10" />
<meta http-equiv="Expires" content="0"><meta http-equiv="Cache-Control" content="no-cache"><meta http-equiv="Cache-Control" content="no-store">
<script src="/innosill/static/jquery/jquery-1.8.3.js" type="text/javascript"></script>
<link href="/innosill/static/bootstrap/2.3.1/css_cerulean/bootstrap.css" type="text/css" rel="stylesheet" />
<script src="/innosill/static/bootstrap/2.3.1/js/bootstrap.js" type="text/javascript"></script>
<link href="/innosill/static/bootstrap/2.3.1/awesome/font-awesome.css" type="text/css" rel="stylesheet" />
<!--[if lte IE 7]><link href="/innosill/static/bootstrap/2.3.1/awesome/font-awesome-ie7.css" type="text/css" rel="stylesheet" /><![endif]-->
<!--[if lte IE 6]><link href="/innosill/static/bootstrap/bsie/css/bootstrap-ie6.css" type="text/css" rel="stylesheet" />
<script src="/innosill/static/bootstrap/bsie/js/bootstrap-ie.js" type="text/javascript"></script><![endif]-->
<link href="/innosill/static/jquery-select2/3.4/select2.css" rel="stylesheet" />
<script src="/innosill/static/jquery-select2/3.4/select2.js" type="text/javascript"></script>
<link href="/innosill/static/jquery-validation/1.11.0/jquery.validate.css" type="text/css" rel="stylesheet" />
<script src="/innosill/static/jquery-validation/1.11.0/jquery.validate.js" type="text/javascript"></script>
<link href="/innosill/static/jquery-jbox/2.3/Skins/Bootstrap/jbox.css" rel="stylesheet" />
<script src="/innosill/static/jquery-jbox/2.3/jquery.jBox-2.3.js" type="text/javascript"></script>
<script src="/innosill/static/My97DatePicker/WdatePicker.js" type="text/javascript"></script>
<script src="/innosill/static/common/mustache.js" type="text/javascript"></script>
<link href="/innosill/static/common/jeesite.css" type="text/css" rel="stylesheet" />
<script src="/innosill/static/common/jeesite.js" type="text/javascript"></script>
<script type="text/javascript">var ctx = '/innosill/a', ctxStatic='/innosill/static';</script>
</head>
<body>
	<div class="container-fluid">
		<div class="page-header"><h1>系统内部错误.</h1></div>
		<div class="errorMessage">
			错误信息： <br/> <br/>
			请点击“查看详细信息”按钮，将详细错误信息发送给系统管理员，谢谢！<br/> <br/>
			<a href="javascript:" onclick="history.go(-1);" class="btn">返回上一页</a> &nbsp;
			<a href="javascript:" onclick="$('.errorMessage').toggle();" class="btn">查看详细信息</a>
		</div>
		<div class="errorMessage hide">
			错误信息：<br/>java.lang.NullPointerException<br/>&nbsp; &nbsp; at cn.innoway.ptman.esb.ykxorder.controller.YkxOrderController.Verification(YkxOrderController.java:168)<br/>&nbsp; &nbsp; at cn.innoway.ptman.esb.ykxorder.controller.YkxOrderController.insertCharterOrderHeader(YkxOrderController.java:55)<br/>&nbsp; &nbsp; at sun.reflect.GeneratedMethodAccessor435.invoke(Unknown Source)<br/>&nbsp; &nbsp; at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)<br/>&nbsp; &nbsp; at java.lang.reflect.Method.invoke(Unknown Source)<br/>&nbsp; &nbsp; at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:221)<br/>&nbsp; &nbsp; at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:136)<br/>&nbsp; &nbsp; at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:114)<br/>&nbsp; &nbsp; at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:827)<br/>&nbsp; &nbsp; at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:738)<br/>&nbsp; &nbsp; at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:85)<br/>&nbsp; &nbsp; at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:963)<br/>&nbsp; &nbsp; at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:897)<br/>&nbsp; &nbsp; at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:970)<br/>&nbsp; &nbsp; at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:872)<br/>&nbsp; &nbsp; at javax.servlet.http.HttpServlet.service(HttpServlet.java:650)<br/>&nbsp; &nbsp; at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:846)<br/>&nbsp; &nbsp; at javax.servlet.http.HttpServlet.service(HttpServlet.java:731)<br/>&nbsp; &nbsp; at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:303)<br/>&nbsp; &nbsp; at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)<br/>&nbsp; &nbsp; at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:52)<br/>&nbsp; &nbsp; at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)<br/>&nbsp; &nbsp; at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)<br/>&nbsp; &nbsp; at org.apache.shiro.web.servlet.AbstractShiroFilter.executeChain(AbstractShiroFilter.java:449)<br/>&nbsp; &nbsp; at org.apache.shiro.web.servlet.AbstractShiroFilter$1.call(AbstractShiroFilter.java:365)<br/>&nbsp; &nbsp; at org.apache.shiro.subject.support.SubjectCallable.doCall(SubjectCallable.java:90)<br/>&nbsp; &nbsp; at org.apache.shiro.subject.support.SubjectCallable.call(SubjectCallable.java:83)<br/>&nbsp; &nbsp; at org.apache.shiro.subject.support.DelegatingSubject.execute(DelegatingSubject.java:383)<br/>&nbsp; &nbsp; at org.apache.shiro.web.servlet.AbstractShiroFilter.doFilterInternal(AbstractShiroFilter.java:362)<br/>&nbsp; &nbsp; at org.apache.shiro.web.servlet.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:125)<br/>&nbsp; &nbsp; at org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate(DelegatingFilterProxy.java:346)<br/>&nbsp; &nbsp; at org.springframework.web.filter.DelegatingFilterProxy.doFilter(DelegatingFilterProxy.java:262)<br/>&nbsp; &nbsp; at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)<br/>&nbsp; &nbsp; at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)<br/>&nbsp; &nbsp; at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:197)<br/>&nbsp; &nbsp; at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)<br/>&nbsp; &nbsp; at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)<br/>&nbsp; &nbsp; at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)<br/>&nbsp; &nbsp; at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:219)<br/>&nbsp; &nbsp; at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:110)<br/>&nbsp; &nbsp; at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:506)<br/>&nbsp; &nbsp; at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:169)<br/>&nbsp; &nbsp; at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:103)<br/>&nbsp; &nbsp; at org.apache.catalina.valves.AccessLogValve.invoke(AccessLogValve.java:962)<br/>&nbsp; &nbsp; at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:116)<br/>&nbsp; &nbsp; at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:445)<br/>&nbsp; &nbsp; at org.apache.coyote.http11.AbstractHttp11Processor.process(AbstractHttp11Processor.java:1115)<br/>&nbsp; &nbsp; at org.apache.coyote.AbstractProtocol$AbstractConnectionHandler.process(AbstractProtocol.java:637)<br/>&nbsp; &nbsp; at org.apache.tomcat.util.net.JIoEndpoint$SocketProcessor.run(JIoEndpoint.java:318)<br/>&nbsp; &nbsp; at java.util.concurrent.ThreadPoolExecutor.runWorker(Unknown Source)<br/>&nbsp; &nbsp; at java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source)<br/>&nbsp; &nbsp; at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)<br/>&nbsp; &nbsp; at java.lang.Thread.run(Unknown Source)<br/> <br/>
			<a href="javascript:" onclick="history.go(-1);" class="btn">返回上一页</a> &nbsp;
			<a href="javascript:" onclick="$('.errorMessage').toggle();" class="btn">隐藏详细信息</a>
			<br/> <br/>
		</div>
		<script>try{top.$.jBox.closeTip();}catch(e){}</script>
	</div>
</body>
</html>
 - [http_method.py:47 ]
2019-07-02 11:01:22,462 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 11:01:22,463 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '', 'customerName': '舒八', 'startPlace': '菜园坝', 'endPlace': '上海', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15319507888', 'beginTime': '2019-07-02 12:01:22', 'endTime': '2019-07-02 22:01:22', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 11:01:22', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 11:01:22,561 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"订单编号不能为空"} - [http_method.py:47 ]
2019-07-02 11:01:23,059 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 11:01:23,059 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702736', 'customerName': '', 'startPlace': '南广场', 'endPlace': '北京', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15137645888', 'beginTime': '2019-07-02 12:01:23', 'endTime': '2019-07-02 22:01:23', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 11:01:23', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 11:01:23,243 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":true} - [http_method.py:47 ]
2019-07-02 11:01:23,638 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 11:01:23,638 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702628', 'customerName': '项大', 'startPlace': '', 'endPlace': '万盛', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15476958888', 'beginTime': '2019-07-02 12:01:23', 'endTime': '2019-07-02 22:01:23', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 11:01:23', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 11:01:23,851 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":true} - [http_method.py:47 ]
2019-07-02 11:01:24,298 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 11:01:24,299 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702617', 'customerName': '熊二', 'startPlace': '沙坪坝', 'endPlace': '', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15680574888', 'beginTime': '2019-07-02 12:01:24', 'endTime': '2019-07-02 22:01:24', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 11:01:24', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 11:01:24,487 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":true} - [http_method.py:47 ]
2019-07-02 11:01:25,001 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 11:01:25,002 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702316', 'customerName': '项五', 'startPlace': '陈家坪', 'endPlace': '上海', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '', 'beginTime': '2019-07-02 12:01:25', 'endTime': '2019-07-02 22:01:25', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 11:01:25', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 11:01:25,175 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":true} - [http_method.py:47 ]
2019-07-02 11:01:25,582 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 11:01:25,583 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702075', 'customerName': '祝四', 'startPlace': '机场', 'endPlace': '长寿', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15746025888', 'beginTime': '', 'endTime': '2019-07-02 22:01:25', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 11:01:25', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 11:01:25,683 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"时间类型错误"} - [http_method.py:47 ]
2019-07-02 11:01:26,155 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 11:01:26,156 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702546', 'customerName': '王三', 'startPlace': '南广场', 'endPlace': '万盛', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15405983888', 'beginTime': '2019-07-02 12:01:26', 'endTime': '', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 11:01:26', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 11:01:26,254 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"时间类型错误"} - [http_method.py:47 ]
2019-07-02 11:01:26,925 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 11:01:26,925 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702319', 'customerName': '梁七', 'startPlace': '南广场', 'endPlace': '泸州', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15490618888', 'beginTime': '2019-07-02 12:01:26', 'endTime': '2019-07-02 22:01:26', 'duration': '', 'numberofPassengers': '35', 'createTime': '2019-07-02 11:01:26', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 11:01:27,094 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":true} - [http_method.py:47 ]
2019-07-02 11:01:27,769 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 11:01:27,769 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702860', 'customerName': '梁四', 'startPlace': '四公里', 'endPlace': '合川', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15952748888', 'beginTime': '2019-07-02 12:01:27', 'endTime': '2019-07-02 22:01:27', 'duration': '600', 'numberofPassengers': '', 'createTime': '2019-07-02 11:01:27', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 11:01:27,960 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":true} - [http_method.py:47 ]
2019-07-02 11:01:28,409 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 11:01:28,410 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702951', 'customerName': '金六', 'startPlace': '大学城', 'endPlace': '万盛', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15041852888', 'beginTime': '2019-07-02 12:01:28', 'endTime': '2019-07-02 22:01:28', 'duration': '600', 'numberofPassengers': '35', 'createTime': '', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 11:01:28,505 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"时间类型错误"} - [http_method.py:47 ]
2019-07-02 11:01:28,895 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 11:01:28,896 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702604', 'customerName': '梁四', 'startPlace': '南广场', 'endPlace': '万州', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15348259888', 'beginTime': '2019-07-02 12:01:28', 'endTime': '2019-07-02 22:01:28', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 11:01:28', 'enterpriseCode': ''} - [http_method.py:34 ]
2019-07-02 11:01:28,916 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"单位编码不能为空"} - [http_method.py:47 ]
2019-07-02 11:01:29,336 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 11:01:29,336 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '3', 'toNumber': '20190702961', 'customerName': '梁六', 'startPlace': '南广场', 'endPlace': '万盛', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15804126888', 'beginTime': '2019-07-02 12:01:29', 'endTime': '2019-07-02 22:01:29', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 11:01:29', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 11:01:29,430 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"来源只能是1或2的数字"} - [http_method.py:47 ]
2019-07-02 11:01:29,805 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 11:01:29,805 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702768', 'customerName': '张九', 'startPlace': '沙坪坝', 'endPlace': '成都', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15743518888', 'beginTime': '2019-07-01', 'endTime': '2019-07-02 22:01:29', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 11:01:29', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 11:01:29,894 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"时间类型错误"} - [http_method.py:47 ]
